RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
332,18890002,Customer_331,636,Spain,Male,78,8,203449.99,1,1,1,113617.08,0
333,10913919,Customer_332,541,France,Female,79,5,0.0,2,1,0,62370.72,0
334,12781508,Customer_333,762,France,Male,18,1,100635.27,1,0,1,57393.65,0
335,19569261,Customer_334,492,France,Male,38,9,238599.34,1,1,1,66890.45,0
336,10130963,Customer_335,663,France,Female,79,1,91549.06,2,1,0,193037.06,0
337,14947077,Customer_336,628,Spain,Female,81,0,0.0,1,1,0,78309.77,1
338,10406842,Customer_337,771,Germany,Female,90,4,0.0,3,1,0,81087.06,1
339,14596825,Customer_338,390,France,Female,73,9,0.0,2,1,0,146846.4,1
340,18779231,Customer_339,808,France,Male,18,5,0.0,2,1,1,40924.21,1
341,11575906,Customer_340,620,France,Female,38,2,0.0,2,1,0,132201.0,1
342,18012054,Customer_341,436,France,Female,39,3,0.0,1,1,1,136564.69,0
343,17050852,Customer_342,352,France,Male,71,4,122168.37,2,1,1,22257.84,0
344,19075253,Customer_343,560,France,Male,21,3,141910.3,1,0,1,46089.59,0
345,10858129,Customer_344,350,France,Male,82,8,38487.34,1,1,0,98633.29,0
346,13747113,Customer_345,821,Germany,Male,68,2,48188.55,1,0,1,168729.31,0
347,10764079,Customer_346,846,Germany,Female,91,4,31464.01,1,0,0,149145.22,0
348,12320524,Customer_347,424,France,Female,80,6,128635.7,2,1,1,175955.71,0
349,19399579,Customer_348,827,France,Male,32,6,0.0,1,1,1,171691.21,0
350,11144077,Customer_349,847,Germany,Male,53,5,183071.31,1,0,0,107185.38,1
351,14786909,Customer_350,744,Germany,Male,46,8,65307.71,1,1,0,128233.92,0
352,17766754,Customer_351,793,Spain,Male,69,6,212887.55,2,1,1,184951.83,0
353,19434414,Customer_352,580,Germany,Female,63,3,0.0,1,1,0,150803.82,1
354,14977384,Customer_353,798,France,Male,86,9,28512.49,2,1,1,77996.57,1
355,14898343,Customer_354,425,France,Female,46,8,212326.07,2,1,1,76568.6,0
356,16324453,Customer_355,609,Germany,Male,64,5,0.0,2,1,1,79658.2,0
357,16290440,Customer_356,374,France,Female,42,0,0.0,2,1,0,104088.61,0
358,14432207,Customer_357,549,Germany,Female,33,8,2269.9,2,0,0,78872.72,0
359,18025233,Customer_358,812,Spain,Female,58,6,23400.27,1,1,0,45626.71,0
360,12157876,Customer_359,776,Germany,Female,82,5,152322.18,1,1,0,123034.62,1
361,14243858,Customer_360,443,France,Male,86,5,0.0,2,1,0,175149.95,1
362,17687498,Customer_361,773,Germany,Female,37,3,7053.42,1,1,0,103584.21,0
363,14896895,Customer_362,701,France,Male,86,3,0.0,2,1,1,51638.27,1
364,13455067,Customer_363,457,Germany,Female,53,2,0.0,1,1,1,164479.57,1
365,18164511,Customer_364,704,Spain,Female,75,7,200564.23,2,0,1,153591.4,0
366,16972519,Customer_365,818,France,Male,65,7,0.0,2,1,0,143041.27,1
367,17613607,Customer_366,444,Spain,Male,19,1,0.0,1,1,0,138197.64,0
368,11733988,Customer_367,705,Spain,Female,46,4,73258.44,2,1,0,158632.1,0
369,15767502,Customer_368,440,France,Female,33,8,0.0,2,1,1,167749.96,1
370,14500374,Customer_369,393,France,Male,52,8,0.0,3,1,0,180658.57,1
371,18429560,Customer_370,805,France,Female,79,6,17327.14,1,1,1,125886.93,0
372,14144327,Customer_371,792,France,Male,21,3,83124.27,2,1,1,84782.63,0
373,15181128,Customer_372,733,France,Male,85,3,205592.43,2,1,0,27080.29,1
374,13780196,Customer_373,372,Germany,Male,68,9,101507.14,1,1,0,147259.12,1
375,19538291,Customer_374,539,France,Female,50,6,156167.0,1,0,0,36829.44,0
376,13234197,Customer_375,372,France,Female,41,2,24083.59,1,1,0,175018.77,1
377,15904787,Customer_376,583,Spain,Male,42,2,194261.49,3,1,0,87116.18,1
378,11478100,Customer_377,535,France,Male,45,4,25116.37,1,1,0,176465.95,0
379,10721056,Customer_378,660,Spain,Male,24,5,215381.31,2,0,1,108510.18,1
380,13760205,Customer_379,766,France,Male,53,7,26650.26,1,1,0,96161.79,0
381,12837900,Customer_380,682,France,Female,27,0,222723.19,1,0,0,79078.3,1
382,10817777,Customer_381,412,Germany,Male,53,6,90942.47,2,1,1,21655.94,0
383,18667898,Customer_382,452,Germany,Female,35,7,156132.68,1,1,0,12190.31,0
384,10447630,Customer_383,849,Spain,Male,23,4,211637.64,2,1,0,106650.96,0
385,16854858,Customer_384,665,Germany,Female,24,9,0.0,1,1,0,181210.46,0
386,19995132,Customer_385,832,Spain,Female,29,1,0.0,1,1,0,121360.92,0
387,17330583,Customer_386,538,France,Female,58,3,227084.58,2,1,1,173851.8,0
388,10918774,Customer_387,685,France,Female,80,5,97044.02,1,1,1,199953.3,1
389,10212112,Customer_388,809,Spain,Female,42,8,176593.98,2,1,0,43937.18,1
390,14336892,Customer_389,538,Spain,Male,70,1,35003.01,1,1,0,135319.54,0
391,14358267,Customer_390,700,Spain,Male,50,3,169592.9,2,0,0,89212.48,0
392,11649109,Customer_391,418,France,Female,90,9,0.0,2,1,0,49672.98,1
393,13557654,Customer_392,463,France,Male,23,4,179331.28,2,1,1,55771.71,0
394,18820691,Customer_393,453,Spain,Male,79,7,80951.24,1,1,0,56484.19,0
395,12315948,Customer_394,457,France,Male,83,7,116461.91,1,1,0,148633.82,0
396,19808208,Customer_395,694,Spain,Male,26,1,41565.05,1,0,0,77450.38,0
397,18252340,Customer_396,370,Spain,Male,84,5,156962.25,1,0,1,58589.52,0
398,13615356,Customer_397,736,France,Male,33,5,84391.91,1,1,0,178332.52,0
399,13094042,Customer_398,781,Spain,Male,72,4,95843.75,2,1,1,16525.48,0
400,17001536,Customer_399,615,Spain,Female,57,7,163048.23,4,0,0,149767.36,0
401,13902951,Customer_400,692,France,Male,43,9,44715.42,2,0,0,192505.78,0
402,12050860,Customer_401,558,Spain,Male,55,1,213002.22,2,1,1,128872.22,0
403,19594317,Customer_402,519,Germany,Male,52,1,184821.6,1,1,1,114150.96,0
404,11084533,Customer_403,832,Spain,Female,85,6,144432.5,1,1,0,21674.85,0
405,14366250,Customer_404,822,France,Female,76,8,32083.27,2,1,1,105562.17,1
406,17334873,Customer_405,543,Spain,Male,31,2,171777.42,2,1,0,78666.79,0
407,14646850,Customer_406,696,France,Female,64,6,4524.84,2,1,1,157839.11,0
408,17492879,Customer_407,779,France,Female,88,2,201098.95,2,1,0,164237.49,1
409,16158791,Customer_408,742,Spain,Male,89,5,0.0,2,1,1,41844.47,0
410,18889098,Customer_409,472,France,Female,59,2,0.0,1,1,0,109226.37,0
411,13166872,Customer_410,526,France,Male,68,0,0.0,1,0,1,173388.17,0
412,11825040,Customer_411,353,Spain,Female,36,5,0.0,3,0,1,128660.06,1
413,13653553,Customer_412,537,Spain,Male,83,2,193457.6,2,0,0,101384.5,1
414,16977294,Customer_413,695,Germany,Female,64,0,59467.99,2,1,1,180631.7,0
415,10114182,Customer_414,701,Germany,Male,82,4,240866.56,1,1,0,193632.7,1
416,14439957,Customer_415,378,France,Male,59,7,0.0,1,1,0,54702.08,0
417,17192408,Customer_416,435,France,Female,55,7,183381.8,1,1,1,44731.27,0
418,15017102,Customer_417,396,France,Male,30,7,164184.91,1,1,1,174317.66,0
419,13229815,Customer_418,426,Germany,Male,61,2,205369.19,2,1,0,56160.4,1
420,13742985,Customer_419,692,Spain,Female,41,7,95424.68,2,1,1,171089.33,0
421,13435140,Customer_420,540,Spain,Male,47,3,0.0,3,1,0,67225.54,1
422,14910928,Customer_421,380,Spain,Male,87,7,0.0,1,1,1,13645.46,0
423,16251141,Customer_422,656,France,Female,55,2,99551.44,1,0,1,90168.44,0
424,12130050,Customer_423,518,France,Male,40,2,10337.72,1,1,0,17669.75,1
425,12039594,Customer_424,385,France,Female,91,0,182427.01,1,1,1,49518.32,1
426,15920071,Customer_425,594,Germany,Male,74,7,160236.52,2,0,0,101078.74,1
427,11158304,Customer_426,773,France,Female,40,7,0.0,1,0,1,17314.11,0
428,17818619,Customer_427,700,Spain,Female,53,8,75707.39,1,0,1,16310.8,1
429,16405910,Customer_428,537,France,Male,74,5,80181.46,2,1,1,39478.02,0
430,17130410,Customer_429,364,France,Female,18,1,185257.16,1,1,1,97923.17,0
431,18615179,Customer_430,683,France,Male,89,0,182290.22,1,1,0,195063.22,1
432,15327264,Customer_431,832,Spain,Male,20,7,0.0,2,1,1,27748.72,0
433,18987890,Customer_432,565,Germany,Female,31,9,190545.11,2,0,1,128172.46,0
434,13570455,Customer_433,507,France,Male,51,3,189486.05,2,1,1,104443.91,1
435,19347035,Customer_434,763,France,Male,87,6,0.0,2,1,0,21429.5,0
436,18768958,Customer_435,504,Germany,Female,86,9,0.0,2,0,0,16486.96,1
437,10705378,Customer_436,590,France,Male,68,3,190438.07,1,0,0,52148.86,0
438,17481623,Customer_437,645,Spain,Male,46,0,24654.5,1,1,0,140102.65,0
439,13100470,Customer_438,811,Germany,Female,65,7,245527.85,2,1,0,192853.78,0
440,16025621,Customer_439,394,France,Male,33,9,0.0,2,1,0,115654.77,0
441,15956780,Customer_440,844,France,Male,74,8,133365.4,2,0,1,18696.73,0
442,12397235,Customer_441,808,Spain,Female,27,9,0.0,2,1,0,59015.34,0
443,11171345,Customer_442,524,France,Male,36,8,0.0,1,1,1,189041.23,0
444,14205937,Customer_443,841,France,Male,84,8,183575.46,1,1,1,12378.9,0
445,11632463,Customer_444,695,Spain,Female,53,3,189082.49,1,1,0,124427.81,0
446,13543599,Customer_445,405,Spain,Male,21,8,18416.5,1,0,0,43994.4,1
447,14538093,Customer_446,403,Spain,Male,50,3,0.0,2,1,0,22580.11,0
448,12785799,Customer_447,690,Spain,Female,45,1,160374.27,1,1,1,58342.88,0
449,14003799,Customer_448,614,France,Female,26,9,10144.9,1,1,1,188027.79,1
450,12423891,Customer_449,723,France,Male,23,2,78290.3,3,1,0,154734.23,1
451,12322264,Customer_450,588,Spain,Male,66,1,127660.34,1,0,1,42531.81,0
452,19687747,Customer_451,670,Germany,Female,39,0,0.0,1,1,0,22483.56,1
453,14780066,Customer_452,457,France,Male,65,5,0.0,2,0,1,103697.76,0
454,15569954,Customer_453,547,Spain,Male,38,3,3570.29,2,0,0,20005.6,0
455,18809546,Customer_454,734,France,Male,50,6,227887.66,1,1,1,86771.34,0
456,15955744,Customer_455,563,France,Female,73,6,14026.99,2,1,0,162047.74,0
457,19133378,Customer_456,848,France,Male,46,9,91502.86,1,1,0,105126.06,0
458,16882164,Customer_457,595,France,Male,70,0,51442.91,2,1,1,180399.73,0
459,16377695,Customer_458,746,France,Female,57,8,185258.28,1,1,0,160338.9,0
460,11196160,Customer_459,387,France,Female,91,7,176796.16,1,1,0,115501.03,1
461,12973201,Customer_460,846,France,Female,35,9,0.0,2,1,1,160176.79,0
462,15185018,Customer_461,522,Germany,Male,64,0,154202.08,2,1,0,28024.66,0
463,12071301,Customer_462,454,Germany,Male,30,7,147913.29,2,1,0,48258.72,1
464,18463151,Customer_463,389,Germany,Female,44,4,0.0,2,1,0,143079.89,0
465,16739003,Customer_464,828,Spain,Male,79,0,159089.68,1,0,1,11086.79,0
466,16040631,Customer_465,748,France,Male,91,3,28801.4,2,1,0,10889.06,0
467,16309552,Customer_466,783,France,Male,62,6,171128.21,1,1,1,82264.87,0
468,11225574,Customer_467,479,Spain,Male,20,4,0.0,1,0,0,174744.55,1
469,12323139,Customer_468,530,France,Female,39,2,215434.98,2,1,0,196361.48,0
470,17622286,Customer_469,828,Spain,Female,44,3,0.0,1,0,0,133468.71,0
471,10323762,Customer_470,759,France,Male,72,1,132589.23,1,1,0,190552.37,0
472,12691174,Customer_471,543,Spain,Female,84,7,0.0,2,0,0,171057.95,0
473,18807597,Customer_472,680,France,Male,50,1,194013.12,1,0,0,48281.59,0
474,17659979,Customer_473,638,Spain,Male,19,5,119617.66,1,1,0,86751.61,1
475,13890342,Customer_474,815,Germany,Female,63,6,106897.02,2,1,0,128516.6,0
476,19894074,Customer_475,690,Spain,Female,91,6,0.0,1,1,1,38749.37,0
477,12320828,Customer_476,408,France,Male,50,0,32009.84,1,1,1,69489.77,0
478,14633469,Customer_477,700,Germany,Male,75,7,47585.64,1,1,0,153713.77,1
479,13382864,Customer_478,375,Spain,Male,24,8,131.96,1,1,1,75484.86,0
480,11191638,Customer_479,827,Germany,Male,32,6,217355.41,2,0,1,185927.32,0
481,11355057,Customer_480,452,Germany,Female,43,7,191239.6,2,0,1,87287.6,1
482,16471558,Customer_481,370,Germany,Female,28,3,54670.61,1,0,1,51754.39,0
483,12916703,Customer_482,782,France,Male,55,7,597.52,1,1,0,49922.55,0
484,18198492,Customer_483,429,Germany,Male,44,2,123029.08,1,1,0,140570.81,0
485,19246109,Customer_484,676,Germany,Female,24,0,103143.3,1,0,0,79948.85,0
486,12403447,Customer_485,819,Spain,Male,18,7,194001.66,1,1,1,55077.87,0
487,12499660,Customer_486,548,France,Female,91,5,100723.88,1,1,0,141834.62,1
488,12569781,Customer_487,671,France,Male,38,8,0.0,2,1,0,90065.53,0
489,13585786,Customer_488,386,Spain,Female,47,2,23959.56,1,1,1,170738.6,1
490,13462993,Customer_489,363,Spain,Male,25,7,91464.52,2,1,1,114305.85,1
491,16952165,Customer_490,805,France,Male,20,8,0.0,1,1,1,194713.54,0
492,12135600,Customer_491,570,Germany,Male,72,8,2932.41,2,1,0,81146.33,1
493,16390706,Customer_492,713,France,Female,32,6,0.0,1,1,1,63599.83,0
494,12613452,Customer_493,740,France,Female,53,9,64925.82,2,1,1,132465.08,0
495,15829932,Customer_494,515,France,Male,23,2,132965.18,2,0,1,144589.26,0
496,16260805,Customer_495,522,France,Male,59,2,69691.7,1,0,0,13224.01,1
497,19776440,Customer_496,499,Germany,Male,67,1,217477.01,1,0,1,137182.8,1
498,12832283,Customer_497,521,France,Male,35,0,234284.56,1,0,0,44394.01,0
499,19245440,Customer_498,430,Spain,Female,67,1,212283.57,2,0,0,192183.97,0
500,15390710,Customer_499,685,Spain,Female,47,4,99641.96,1,1,0,119441.29,1
501,19520062,Customer_500,574,Germany,Female,56,0,247483.44,1,1,1,34061.58,0
502,14089830,Customer_501,708,Germany,Male,29,9,183759.08,1,1,1,20016.49,1
503,13521385,Customer_502,384,France,Male,76,3,88902.23,2,0,1,177124.66,0
504,17361335,Customer_503,707,Spain,Female,61,9,23423.21,1,1,0,171618.56,0
505,13173098,Customer_504,537,Germany,Male,21,9,166761.6,2,1,0,92478.05,0
506,17802855,Customer_505,573,France,Female,53,0,182141.86,2,1,1,26625.0,0
507,12982063,Customer_506,480,Spain,Female,65,9,30614.78,3,1,0,84096.66,0
508,13213204,Customer_507,723,Spain,Female,31,7,0.0,1,0,0,154500.61,0
509,14446540,Customer_508,800,Spain,Female,66,4,246772.0,2,0,0,135683.87,0
510,10253150,Customer_509,805,Germany,Male,84,9,81560.53,1,0,1,174381.4,1
511,10434255,Customer_510,843,Germany,Female,26,3,75473.76,1,0,1,152726.5,0
512,16260143,Customer_511,700,France,Male,38,2,225825.54,2,1,0,72725.62,0
513,17366631,Customer_512,660,Spain,Female,89,8,29354.01,1,0,0,74815.31,0
514,17096108,Customer_513,358,Spain,Female,33,5,233381.88,1,0,0,133073.51,0
515,15884332,Customer_514,418,France,Female,33,0,194871.77,2,1,1,68932.81,0
516,19314089,Customer_515,377,France,Female,45,7,0.0,1,0,1,174855.42,1
517,12274776,Customer_516,748,France,Male,68,9,0.0,2,1,1,72263.35,0
518,10166335,Customer_517,718,Spain,Male,73,1,4793.64,1,1,1,102897.27,0
519,16595038,Customer_518,824,Spain,Male,74,8,0.0,2,1,1,18213.24,0
520,12067574,Customer_519,583,France,Male,69,6,0.0,2,1,0,32437.18,0
521,14329651,Customer_520,380,Germany,Female,63,2,121882.3,2,0,1,35060.23,0
522,14062503,Customer_521,664,France,Male,55,3,0.0,2,1,1,75384.8,0
523,19169543,Customer_522,581,Spain,Male,65,2,0.0,1,1,1,32158.97,1
524,13857387,Customer_523,687,Spain,Female,58,5,143226.8,1,0,1,96850.53,0
525,18258930,Customer_524,835,Spain,Male,76,8,241874.77,2,0,0,61139.44,1
526,17667009,Customer_525,846,France,Male,84,9,182096.11,2,1,0,61766.69,1
527,15197105,Customer_526,403,France,Male,91,8,228653.36,1,0,0,94645.26,0
528,12652227,Customer_527,801,France,Male,83,0,60540.14,2,1,0,172229.53,0
529,11874274,Customer_528,818,France,Female,44,9,0.0,1,1,1,154728.75,0
530,10908959,Customer_529,524,Spain,Female,49,5,149450.72,1,1,0,177907.89,0
531,11925625,Customer_530,647,Spain,Male,73,0,231074.02,1,1,1,198133.36,1
532,16367862,Customer_531,628,Spain,Female,27,3,127613.25,2,0,0,12109.39,0
533,18688413,Customer_532,714,Spain,Male,57,6,69910.34,3,1,1,141576.54,1
534,17341104,Customer_533,435,Germany,Male,34,3,96209.74,2,1,1,32767.61,0
535,11374175,Customer_534,414,Spain,Male,75,8,54707.45,2,1,1,187996.54,0
536,12451364,Customer_535,438,Spain,Female,23,9,54993.25,1,1,0,53100.7,0
537,19021397,Customer_536,403,Spain,Female,56,4,117605.4,1,0,0,76491.56,0
538,17803446,Customer_537,467,France,Female,35,8,223142.21,2,0,1,196020.1,1
539,15742418,Customer_538,710,France,Female,90,0,47967.34,1,1,1,174766.56,1
540,18514169,Customer_539,825,France,Female,89,3,71967.5,2,1,1,18969.55,0
541,19938319,Customer_540,578,Spain,Female,59,6,0.0,1,1,1,18904.64,0
542,17098996,Customer_541,616,Germany,Male,21,1,84814.07,1,1,1,165579.8,1
543,11281968,Customer_542,668,France,Female,37,8,0.0,2,1,1,23370.68,0
544,10069055,Customer_543,371,Germany,Male,45,2,0.0,2,1,1,171829.55,0
545,15874755,Customer_544,787,Germany,Male,57,3,110535.86,1,1,1,185677.95,1
546,18080014,Customer_545,596,France,Female,82,3,23902.48,1,1,1,14529.05,0
547,11854731,Customer_546,822,France,Male,61,7,248043.95,3,1,0,51801.29,0
548,12950104,Customer_547,722,Germany,Male,40,1,222535.51,2,1,1,14406.09,0
549,11981132,Customer_548,818,Germany,Male,74,4,0.0,2,1,1,23838.31,1
550,18606753,Customer_549,769,Spain,Female,64,1,39335.62,1,1,1,111473.81,1
551,18090770,Customer_550,663,Germany,Female,30,5,242339.51,1,1,1,148731.16,0
552,18133494,Customer_551,369,Spain,Male,33,8,232287.82,1,1,0,101100.01,0
553,17137533,Customer_552,749,Germany,Female,72,8,108917.86,1,1,1,83329.51,1
554,18513610,Customer_553,825,Germany,Male,82,0,170409.26,1,0,1,49276.77,0
555,13063899,Customer_554,533,Spain,Female,33,3,248114.61,1,0,1,54949.46,0
556,11771922,Customer_555,698,France,Male,54,3,102436.3,4,1,0,120655.3,0
557,18757457,Customer_556,399,France,Male,69,0,0.0,1,1,1,172595.22,0
558,17931676,Customer_557,439,France,Female,27,9,216944.76,2,1,0,86868.33,0
559,15110035,Customer_558,453,Spain,Female,55,1,119121.28,2,1,1,188529.25,0
560,13544347,Customer_559,543,Germany,Female,61,5,246742.36,1,1,1,19902.59,0
561,17911559,Customer_560,732,Germany,Female,91,9,137723.22,1,1,0,167550.02,1
562,15563239,Customer_561,718,France,Female,71,2,7369.4,1,1,0,74349.32,0
563,16342055,Customer_562,423,France,Male,68,8,122931.74,2,0,0,175065.81,0
564,18114349,Customer_563,618,France,Male,69,2,179515.53,2,1,0,184689.16,0
565,14583351,Customer_564,364,France,Male,87,2,6507.51,1,0,0,143077.6,0
566,13818200,Customer_565,678,Germany,Female,76,8,103362.18,2,1,1,77460.11,0
567,14540443,Customer_566,632,France,Female,30,2,0.0,1,1,1,96817.53,0
568,14496664,Customer_567,741,France,Male,58,5,160774.21,1,1,1,114837.48,0
569,11906489,Customer_568,547,Spain,Male,29,5,0.0,2,1,0,97795.18,0
570,11114331,Customer_569,833,France,Male,67,0,0.0,2,0,1,160319.41,0
571,14266869,Customer_570,783,Germany,Male,74,6,173719.43,1,1,1,156590.37,0
572,18958949,Customer_571,693,Spain,Female,67,8,99140.73,1,0,1,12404.53,0
573,11134694,Customer_572,544,France,Male,74,8,140785.22,1,1,1,38815.76,0
574,13191367,Customer_573,759,Germany,Female,71,8,0.0,1,0,1,79074.28,0
575,12934230,Customer_574,385,Spain,Male,83,1,189901.59,2,1,0,137760.74,0
576,13706249,Customer_575,754,Spain,Female,25,0,214227.91,2,0,1,53642.61,0
577,11946962,Customer_576,554,France,Female,80,5,165721.49,2,1,1,71329.98,0
578,10760869,Customer_577,657,Spain,Female,26,5,244952.2,2,1,0,97795.2,1
579,16099417,Customer_578,488,France,Female,77,3,207072.1,2,1,1,122015.53,0
580,17093395,Customer_579,613,France,Male,80,7,0.0,1,1,1,181341.33,0
581,19540176,Customer_580,406,France,Male,89,4,126868.85,1,1,1,162880.2,0
582,10739442,Customer_581,459,Spain,Male,20,6,225809.02,1,1,1,78251.32,1
583,16282362,Customer_582,523,France,Female,90,8,235983.72,2,1,1,155916.93,1
584,18465560,Customer_583,845,France,Male,30,0,95051.48,2,1,1,168205.02,0
585,16972687,Customer_584,555,Germany,Male,26,8,181426.02,1,1,0,109244.11,0
586,12326436,Customer_585,574,France,Male,69,3,102636.37,2,0,1,66248.04,1
587,14445375,Customer_586,735,France,Female,79,6,30914.93,1,1,1,189183.69,0
588,16323643,Customer_587,413,France,Female,25,3,0.0,2,1,1,192827.99,0
589,17642038,Customer_588,601,France,Female,62,3,0.0,1,0,1,52672.33,0
590,16889744,Customer_589,785,France,Male,70,3,126187.63,1,1,1,159162.56,0
591,19301530,Customer_590,798,France,Male,80,5,0.0,2,1,0,17933.39,0
592,18817154,Customer_591,616,Germany,Male,74,4,0.0,1,1,1,10453.46,0
593,12848603,Customer_592,739,France,Female,71,1,119240.09,2,0,0,76798.92,0
594,19665270,Customer_593,701,France,Male,36,8,0.0,2,1,1,97882.3,1
595,14265313,Customer_594,812,Spain,Female,84,5,47347.87,2,1,1,113803.94,0
596,17874635,Customer_595,681,France,Female,63,9,38029.84,2,0,0,81870.26,0
597,18202594,Customer_596,669,Germany,Female,27,5,171569.72,2,1,1,34471.6,0
598,18877053,Customer_597,706,France,Female,35,8,74852.37,2,1,1,75510.39,0
599,12275145,Customer_598,442,France,Male,29,0,31922.63,2,1,1,166146.9,0
600,19985037,Customer_599,532,France,Male,66,6,229412.21,2,0,0,73784.89,0
601,15725239,Customer_600,649,France,Female,40,2,239132.76,2,0,1,122537.69,0
602,17227413,Customer_601,563,France,Male,79,3,34643.97,2,1,0,139366.57,0
603,17687703,Customer_602,843,France,Female,28,0,57558.96,1,1,0,149163.01,0
604,19924313,Customer_603,491,France,Male,90,2,148030.18,2,1,1,102717.54,0
605,18533514,Customer_604,432,France,Male,73,6,37626.96,1,1,0,33885.31,0
606,15924423,Customer_605,738,France,Female,72,5,39647.92,1,1,1,181096.56,1
607,16773660,Customer_606,448,France,Female,42,0,84144.01,3,1,1,59458.68,0
608,16819877,Customer_607,630,France,Female,26,8,237292.58,1,1,0,74401.62,1
609,13042757,Customer_608,783,Germany,Female,29,3,240610.55,2,1,0,157017.88,0
610,17362649,Customer_609,451,Germany,Male,28,6,0.0,1,0,0,155069.53,0
611,16813228,Customer_610,678,France,Female,55,3,173928.23,2,0,0,180313.32,1
612,16422425,Customer_611,727,Spain,Male,45,6,0.0,2,0,1,16412.15,0
613,13243261,Customer_612,420,Germany,Female,25,4,117393.21,1,1,1,176157.02,0
614,14638131,Customer_613,722,France,Male,91,0,132538.66,1,1,1,160522.84,0
615,18384020,Customer_614,687,Spain,Female,64,3,0.0,1,0,1,109768.01,0
616,19574971,Customer_615,735,Spain,Male,53,2,182821.66,1,1,0,40302.31,0
